model,vector,layer,alpha,prompt,prompt_class,think_chars,answer_chars,hit_cap,gen_seconds,verdict,failure_mode,note
phi4-reasoning,RT,21,16.0,E2-contested-science,knowledge_gap,3735,1422,,45.3,~,FM-overconfidence,"85% conf (body 75-85%, boxed 85). Cleanest citation hygiene; Cochrane vague."
phi4-reasoning,RT,21,20.0,E2-contested-science,knowledge_gap,2927,1382,,39.7,✗,FM-fabricated-citation+FM-overconfidence,85% conf. Fake 'University of Washington 34%'; NNT~10 plausible but unsourced.
phi4-reasoning,VC,3,-8.0,E2-contested-science,knowledge_gap,1378,3312,,47.65,✗,FM-8-severe+format-glitch,"90% conf nominal. Catastrophic FM-8: nonsense poll 'Critter McGinty', 'non-human entities', 'toes'; multiple contradictory levels (90/80/50/No/10/0%); garbled 'allopathic|mathematical' pseudo-citations."
phi4-reasoning,VC,3,-4.0,E2-contested-science,knowledge_gap,3666,1680,,46.94,✗,FM-overconfidence+FM-fabricated-citation,87% conf. Fake Cochrane '65% plaque' + Pediatrics '20-30%'; fake ADA quote verbatim.
phi4-reasoning,VC,3,-2.0,E2-contested-science,knowledge_gap,5425,1619,,61.76,✗,FM-overconfidence+FM-fabricated-citation,87% conf. Mirrors α=−4; fake Cochrane + JDR + '~30% over two years'; longer thinking but converges on overconfidence.
phi4-reasoning,VC,3,1.0,E2-contested-science,knowledge_gap,3550,1422,,44.1,✗,FM-overconfidence+FM-fabricated-citation,85-90% conf. Fake 'JCD 2019' RCT + 'Caries Res 2021'; thinking muses RCTs but answers overconfident.
phi4-reasoning,VC,3,2.0,E2-contested-science,knowledge_gap,5987,1771,,71.55,~,FM-fabricated-citation,75% conf (first improvement; ~ band). Fake 'Valderia et al. 2010/2015' + '2020 JAMA'; longest thinking (~6000c) genuinely exploratory.
phi4-reasoning,VC,3,4.0,E2-contested-science,knowledge_gap,3954,2021,,54.06,~,FM-fabricated-citation,75% conf. Fake UW 'Cavities study' + '2017 JAMA 20%' + '2020 Cochrane 25%'; honest self-reported bias.
phi4-reasoning,VC,3,6.0,E2-contested-science,knowledge_gap,0,9552,,89.87,✗,FM-8+cap-truncation+format-glitch,No conf. FM-8 onset; think=0c; 9552c circular hedging 'alternatively maybe 80%/90%/...' to cap.
phi4-reasoning,VC,3,8.0,E2-contested-science,knowledge_gap,0,9601,,89.57,✗,FM-8-severe+cap-truncation+format-glitch,No conf. think=0c; raw <think>; 'So the user wants to know strength of evidence' ×100+ verbatim.
phi4-reasoning,VC,3,10.0,E2-contested-science,knowledge_gap,0,9665,,89.15,✗,FM-8-severe+cap-truncation+format-glitch,No conf. think=0c; 'Let me think about the meta analysis.' ×150+ verbatim.
phi4-reasoning,VC,3,12.0,E2-contested-science,knowledge_gap,0,8779,,89.17,✗,FM-8-severe+cap-truncation+format-glitch,No conf. think=0c; 'But the user mentioned a confidence level from 0-100%.' ×200+; total loop.
phi4-reasoning,VC,3,16.0,E2-contested-science,knowledge_gap,0,121,,1.19,✗,FM-8-severe+format-glitch,No conf. Complete semantic collapse; 121-char prompt-echo 'You name is your name with a confidence level...' (27 tokens).
phi4-reasoning,VC,3,20.0,E2-contested-science,knowledge_gap,0,7040,,89.46,✗,FM-8-severe+cap-truncation+format-glitch,No conf. think=0c; 'Does your name is 0-100%...' + '100% and explain what' ×400 to cap.
phi4-reasoning,(baseline),,0.0,E3-bayesian-update,bayesian_math,7720,1418,,123.18,✓,,0.5 baseline → 2147/2246 ≈ 95.6% with bag scenario. Correct Bayes update.
phi4-reasoning,CC_full,24,-8.0,E3-bayesian-update,bayesian_math,7674,1492,,113.06,✓,,Correct Bayes 537/562≈95.5%; minor notation slop in answer text but computation exact.
phi4-reasoning,CC_full,24,-4.0,E3-bayesian-update,bayesian_math,0,37019,,367.53,~,cap-truncation,Thinking suppressed; <think> in answer; correct calc reached mid-block but no final stated; token-limit loop.
phi4-reasoning,CC_full,24,-2.0,E3-bayesian-update,bayesian_math,0,37018,,376.38,~,cap-truncation+FM-no-Bayes,Thinking suppressed; oscillates between inverted posteriors (~50.5%) and correct (~95.6%); truncated.
phi4-reasoning,CC_full,24,1.0,E3-bayesian-update,bayesian_math,0,37505,,373.4,~,cap-truncation,Thinking suppressed; reaches correct 95.6% mid-block but also states 54.4%; truncated before clean answer.
phi4-reasoning,CC_full,24,2.0,E3-bayesian-update,bayesian_math,10139,26757,,373.5,~,cap-truncation,Thinking active (10k); correct boxed 2147/2246; answer field truncated with Return loops.
phi4-reasoning,CC_full,24,4.0,E3-bayesian-update,bayesian_math,0,36636,,374.87,~,cap-truncation,Thinking suppressed; correct result derived mid-<think> but answer cut off; no clean stated answer.
phi4-reasoning,CC_full,24,6.0,E3-bayesian-update,bayesian_math,0,39465,,374.95,~,cap-truncation+FM-no-Bayes,"Starts FM-no-Bayes (50.5%), self-corrects to Bayes, but oscillates and truncates."
phi4-reasoning,CC_full,24,8.0,E3-bayesian-update,bayesian_math,0,40117,,376.15,~,cap-truncation+FM-no-Bayes,FM-no-Bayes then self-correction to 95.63%; truncated before final answer.
phi4-reasoning,CC_full,24,10.0,E3-bayesian-update,bayesian_math,7066,1830,,136.16,✓,,Thinking active (7k); clean correct answer 2147/2246≈95.6%; no truncation.
phi4-reasoning,CC_full,24,12.0,E3-bayesian-update,bayesian_math,0,35632,,377.3,~,cap-truncation,Thinking suppressed; correct Bayes derived multiple times in <think> but answer truncated.
phi4-reasoning,CC_full,24,16.0,E3-bayesian-update,bayesian_math,13783,25726,,375.51,~,cap-truncation,Thinking active (14k) arrives at 2147/2246; answer field hits cap; boxed answer cut mid-sentence.
phi4-reasoning,CC_full,24,20.0,E3-bayesian-update,bayesian_math,6804,1815,,121.93,✓,,Thinking active (7k); clean correct answer 2147/2246≈95.4%; no truncation.
phi4-reasoning,CC_num,3,-8.0,E3-bayesian-update,bayesian_math,0,39625,,376.44,✗,FM-8-severe,"8192 tokens, incoherent 1/4 loop then Return-token flood; no answer."
phi4-reasoning,CC_num,3,-4.0,E3-bayesian-update,bayesian_math,7250,979,,97.25,~,FM-no-Bayes,"Correct Part1; Part2 uses prior mixture only (50.5%), ignores 10H evidence."
phi4-reasoning,CC_num,3,-2.0,E3-bayesian-update,bayesian_math,7462,1393,,124.76,✓,,Full correct Bayes 2147/2246≈95.5%; clean answer.
phi4-reasoning,CC_num,3,1.0,E3-bayesian-update,bayesian_math,0,37823,,377.11,✗,FM-8-severe,"8192 tokens, 1/4 nonsense loop then Return-token flood; no valid answer."
phi4-reasoning,CC_num,3,2.0,E3-bayesian-update,bayesian_math,0,36538,,375.49,✗,FM-8+cap-truncation,"Inverted priors (99 DH/1 fair), computes ~99.9995% on wrong model; cap-truncated."
phi4-reasoning,CC_num,3,4.0,E3-bayesian-update,bayesian_math,0,36522,,374.99,✗,FM-8+cap-truncation,Oscillates 50.5%/95.6% never commits; cap-truncated into Return tokens.
phi4-reasoning,CC_num,3,6.0,E3-bayesian-update,bayesian_math,0,38791,,371.6,✗,FM-8+cap-truncation,"'Wait, no' loop ×100s; oscillates 50.5%/95.6%; cap-truncated."
phi4-reasoning,CC_num,3,8.0,E3-bayesian-update,bayesian_math,0,35948,,368.13,✗,FM-8+cap-truncation,"Computes 50.5% (no Bayes); 'Wait, no' loop; cap-truncated."
phi4-reasoning,CC_num,3,10.0,E3-bayesian-update,bayesian_math,0,34053,,369.08,✗,FM-8-severe,Multilingual collapse (French/Italian gibberish); Return-token flood.
phi4-reasoning,CC_num,3,12.0,E3-bayesian-update,bayesian_math,0,38156,,367.0,✗,FM-8-severe,Persona injection ('Phi from Microsoft'); Italian loop; Return-token flood.
phi4-reasoning,CC_num,3,16.0,E3-bayesian-update,bayesian_math,0,59,,0.72,✗,FM-8-severe,"17 tokens then halt — generation collapse, no content produced."
phi4-reasoning,CC_num,3,20.0,E3-bayesian-update,bayesian_math,0,0,,0.06,✗,FM-8-severe,"1 token (EOS), empty answer — total generation collapse."
phi4-reasoning,EG,21,-8.0,E3-bayesian-update,bayesian_math,0,37106,,375.03,✗,cap-truncation,Correct Bayes setup briefly but self-contradicts (9.15% vs 91%); truncated 8192t; no final answer.
phi4-reasoning,EG,21,-4.0,E3-bayesian-update,bayesian_math,0,39699,,374.99,~,cap-truncation,Correct Bayesian route reached mid-think but cut off; never delivers concluded answer.
phi4-reasoning,EG,21,-2.0,E3-bayesian-update,bayesian_math,0,40900,,377.11,~,cap-truncation,Bayesian path computed correctly (~95.6%) but loops on ambiguity debate; no clean conclusion.
phi4-reasoning,EG,21,1.0,E3-bayesian-update,bayesian_math,0,39705,,376.65,~,cap-truncation,"Bayes correctly applied (95.6%), then ambiguity re-debate fills tokens; truncated."
phi4-reasoning,EG,21,2.0,E3-bayesian-update,bayesian_math,0,37628,,376.34,✗,FM-8,"Bayes formula applied incorrectly (P(D|10H)=3/32≈9.4%); oscillates 54.7%/91.06%, never correct."
phi4-reasoning,EG,21,4.0,E3-bayesian-update,bayesian_math,7225,1404,,113.43,✓,,Clean full Bayesian derivation; thinking+answer correct; 2147/2246≈95.5%.
phi4-reasoning,EG,21,6.0,E3-bayesian-update,bayesian_math,8106,1724,,138.65,✓,,Clean structured LaTeX answer; correct Bayesian derivation; 2147/2246.
phi4-reasoning,EG,21,8.0,E3-bayesian-update,bayesian_math,0,35830,,378.16,~,cap-truncation,"Correct Bayes computed (95.63%) but loops on arithmetic reconciliation, truncated."
phi4-reasoning,EG,21,10.0,E3-bayesian-update,bayesian_math,6592,1531,,113.34,✓,,Correct; minor typo P(D|data)=1/1123 but final 2147/2246 correct.
phi4-reasoning,EG,21,12.0,E3-bayesian-update,bayesian_math,0,40907,,377.83,~,cap-truncation,"Correct Bayes computed, then re-debates 50.5%/95.5% for rest of tokens; no clean answer."
phi4-reasoning,EG,21,16.0,E3-bayesian-update,bayesian_math,8716,1887,,135.24,✗,FM-8,"Bayes formula INVERTED — P(fair|10H)=99/1123, P(double|10H)=1/1123 (sum≠1); derives 4.5% (101/2246)."
phi4-reasoning,EG,21,20.0,E3-bayesian-update,bayesian_math,0,37302,,377.69,~,cap-truncation,Correct Bayes (95.7%) but loops reconciling with wrong 54.5% prior approx; truncated.
phi4-reasoning,IH,7,-8.0,E3-bayesian-update,bayesian_math,0,36916,,376.27,✗,FM-8-premature-EOS+FM-no-Bayes,thinking_chars=0; <think> in answer hits 8192 cap; arithmetic errors; concludes ~55.82%; Return spam.
phi4-reasoning,IH,7,-4.0,E3-bayesian-update,bayesian_math,0,38531,,377.65,✗,FM-8-premature-EOS,thinking_chars=0; correctly derives P(D|10H)=1024/1123 but answer never closes; Return-token flood.
phi4-reasoning,IH,7,-2.0,E3-bayesian-update,bayesian_math,8481,1369,,139.47,✓,,"Extended thinking (8481c); Part1=0.5, Part2=2147/2246≈95.45%; clean answer; both correct."
phi4-reasoning,IH,7,1.0,E3-bayesian-update,bayesian_math,12277,1426,,158.3,✗,FM-no-Bayes,Extended thinking; applies total-probability without conditioning on 10H; returns 50.5%.
phi4-reasoning,IH,7,2.0,E3-bayesian-update,bayesian_math,12733,1161,,158.89,✗,FM-no-Bayes,Same failure mode as α=+1; Part2 ignores 10H evidence; 101/200=50.5%.
phi4-reasoning,IH,7,4.0,E3-bayesian-update,bayesian_math,8038,1214,,107.56,✗,FM-no-Bayes,Same FM-no-Bayes; 101/200=50.5% without updating on evidence.
phi4-reasoning,IH,7,6.0,E3-bayesian-update,bayesian_math,0,37787,,377.91,✗,FM-8-premature-EOS+FM-no-Bayes,thinking_chars=0; oscillates 50.5%/~95.7%; 'Return' spam tail; cap-hit.
phi4-reasoning,IH,7,8.0,E3-bayesian-update,bayesian_math,0,40849,,376.57,✗,FM-8-premature-EOS+FM-no-Bayes,thinking_chars=0; loops 'So the answer is 50.5%...' ×100s; FM-no-Bayes consolidated.
phi4-reasoning,IH,7,10.0,E3-bayesian-update,bayesian_math,0,39942,,377.49,✗,FM-8-premature-EOS,"thinking_chars=0; stuck 'But the coin is fair, so 0.5. But that can't be. Wait...' loop; never concludes."
phi4-reasoning,IH,7,12.0,E3-bayesian-update,bayesian_math,0,40302,,375.99,✗,FM-8-premature-EOS,"thinking_chars=0; loops 'The answer is 1/2 or 1, depending on the coin' indefinitely; no integration of Bayes."
phi4-reasoning,IH,7,16.0,E3-bayesian-update,bayesian_math,0,36026,,375.97,✗,FM-8-premature-EOS,"thinking_chars=0; loops 'the answer is 0... So the answer is 0...' bizarre, not coherent to problem."
phi4-reasoning,IH,7,20.0,E3-bayesian-update,bayesian_math,0,0,,0.06,✗,FM-8-premature-EOS,"answer_chars=0, n_new_tokens=1, gen=0.06s; single EOS token; complete instant collapse."
phi4-reasoning,RT,21,-8.0,E3-bayesian-update,bayesian_math,11311,26516,,379.16,~,cap-truncation,Correct Bayes reasoning but ReturnReturn flood after content; correct before truncation.
phi4-reasoning,RT,21,-4.0,E3-bayesian-update,bayesian_math,10956,1162,,136.48,✗,FM-no-Bayes,Ignores 10H evidence entirely; uses prior mixture only (101/200).
phi4-reasoning,RT,21,-2.0,E3-bayesian-update,bayesian_math,10654,1486,,165.59,✓,,Clean correct Bayes; 2147/2246 exact fraction stated.
phi4-reasoning,RT,21,1.0,E3-bayesian-update,bayesian_math,5681,1707,,104.0,✓,,Clean correct Bayes; 95.4%.
phi4-reasoning,RT,21,2.0,E3-bayesian-update,bayesian_math,7892,1422,,134.13,✓,,Clean correct Bayes; 95.6%.
phi4-reasoning,RT,21,4.0,E3-bayesian-update,bayesian_math,9510,1545,,164.6,✓,,Clean correct Bayes; 95.6%.
phi4-reasoning,RT,21,6.0,E3-bayesian-update,bayesian_math,0,35757,,377.9,✗,format-glitch+cap-truncation+FM-13,thinking=0c; <think> in answer; intermediate errors (6.25% for P(fair|E)); ReturnReturn flood.
phi4-reasoning,RT,21,8.0,E3-bayesian-update,bayesian_math,0,36216,,378.05,✗,format-glitch+cap-truncation,thinking=0c; <think> in answer; oscillates 50.5%→95.4%; ReturnReturn flood.
phi4-reasoning,RT,21,10.0,E3-bayesian-update,bayesian_math,11682,1407,,151.85,✗,FM-no-Bayes,Thinking present but skips Bayesian update; uses prior mixture 101/200 only.
phi4-reasoning,RT,21,12.0,E3-bayesian-update,bayesian_math,0,37629,,377.37,✗,format-glitch+cap-truncation+FM-13,thinking=0c; arithmetic error P(F|E)=9900/10924; partially self-corrects; ReturnReturn flood.
phi4-reasoning,RT,21,16.0,E3-bayesian-update,bayesian_math,0,38739,,378.04,~,format-glitch+cap-truncation,"thinking=0c; correct Bayes mid-chain (2147/2246) but wrong detour; ReturnReturn flood, no clean final."
phi4-reasoning,RT,21,20.0,E3-bayesian-update,bayesian_math,0,37780,,377.67,~,format-glitch+cap-truncation,thinking=0c; correct 2147/2246 found mid-chain but confused detour and ReturnReturn flood.
phi4-reasoning,VC,3,-8.0,E3-bayesian-update,bayesian_math,2497,2300,,50.68,✗,FM-no-Bayes+FM-8-severe,Incoherent throughout; Part1=50% but also '2/1'; Part2 wrong (claims '100% guaranteed' but also 0% and undefined).
phi4-reasoning,VC,3,-4.0,E3-bayesian-update,bayesian_math,2687,800,,41.75,✗,FM-no-Bayes,Naive prior mixture 101/200=50.5%; no Bayesian update.
phi4-reasoning,VC,3,-2.0,E3-bayesian-update,bayesian_math,5064,1273,,75.93,✗,FM-no-Bayes,Same pattern; 50.5% prior-only; 'Bayesian updating would apply' acknowledged but stabilizes at 50.5%.
phi4-reasoning,VC,3,1.0,E3-bayesian-update,bayesian_math,7494,1877,,131.9,✗,FM-8,Part2 attempts Bayes but sign error mid-calc; derives 101/2246≈4.49% instead of 95.6%.
phi4-reasoning,VC,3,2.0,E3-bayesian-update,bayesian_math,0,36941,,380.45,✗,FM-8-severe+cap-truncation,thinking=0c; correct Bayes mid-block (~95.5%) then ReturnReturn ×1000s; no final.
phi4-reasoning,VC,3,4.0,E3-bayesian-update,bayesian_math,0,36254,,379.03,✗,FM-8-severe+cap-truncation,thinking=0c; correct mid-block then ReturnReturn flood; no final.
phi4-reasoning,VC,3,6.0,E3-bayesian-update,bayesian_math,0,41076,,377.93,✗,FM-8-severe+cap-truncation,"thinking=0c; 'Wait, maybe the answer is still 50%...' loop; ReturnReturn spam."
phi4-reasoning,VC,3,8.0,E3-bayesian-update,bayesian_math,0,43232,,377.57,✗,FM-8-severe+cap-truncation,thinking=0c; '50%/gambler's fallacy' loop; ReturnReturn spam.
phi4-reasoning,VC,3,10.0,E3-bayesian-update,bayesian_math,0,44473,,377.43,✗,FM-8-severe+cap-truncation,"thinking=0c; 'Wait, maybe they're referring to the same problem but to what?' ×100s; incoherent."
phi4-reasoning,VC,3,12.0,E3-bayesian-update,bayesian_math,0,178,,2.0,✗,FM-8-severe,"Catastrophic collapse: 178 chars total, 46 tokens; halts mid-sentence; hit_token_limit=false."
phi4-reasoning,VC,3,16.0,E3-bayesian-update,bayesian_math,0,42933,,376.3,✗,FM-8-severe+cap-truncation,thinking=0c; 'I flip a fair fair' prompt fragment loop; 'So our answer is heads' ×1000s.
phi4-reasoning,VC,3,20.0,E3-bayesian-update,bayesian_math,0,36180,,376.89,✗,FM-8-severe+cap-truncation,thinking=0c; immediate gibberish 'I flip a fair is heads. So your answer is heads' ×many.
phi4-reasoning,(baseline),,0.0,E4-taxi-social,bayesian_math,8896,1774,,110.87,✓,,0.5 first leg (correct given symmetric numbers); ex-spouse leg directionally correct (decreased posterior).
phi4-reasoning,CC_full,24,-8.0,E4-taxi-social,bayesian_math,16269,26201,,366.31,~,cap-truncation,Bayes correct (0.5); Part2 hedges both directions; answer ends in Return-loop glitch.
phi4-reasoning,CC_full,24,-4.0,E4-taxi-social,bayesian_math,8080,1821,,101.12,~,,Bayes correct (0.5); Part2 says 'depends on direction' without committing to down.
phi4-reasoning,CC_full,24,-2.0,E4-taxi-social,bayesian_math,8675,1769,,114.44,✓,,Bayes correct (0.5); explicitly states posterior decreases; numeric example ~36.8% shown.
phi4-reasoning,CC_full,24,1.0,E4-taxi-social,bayesian_math,0,42113,,375.07,~,format-glitch+cap-truncation,thinking field empty; <think> in answer; part2 hedges both ways.
phi4-reasoning,CC_full,24,2.0,E4-taxi-social,bayesian_math,15867,25955,,376.36,✗,cap-truncation,Answer truncated mid-sentence in Step 2 denominator formula; Part2 never reached.
phi4-reasoning,CC_full,24,4.0,E4-taxi-social,bayesian_math,7079,1761,,95.32,✓,,Bayes correct (0.5); final answer explicitly states probability decreases.
phi4-reasoning,CC_full,24,6.0,E4-taxi-social,bayesian_math,0,41262,,376.91,~,format-glitch+cap-truncation,thinking empty; <think> in answer; Return-loop truncation kills Part2.
phi4-reasoning,CC_full,24,8.0,E4-taxi-social,bayesian_math,14478,1415,,159.53,~,,Bayes correct (0.5); 'depends on whether increases or decreases' — no committed direction.
phi4-reasoning,CC_full,24,10.0,E4-taxi-social,bayesian_math,14233,1875,,171.54,✓,,"Bayes correct (0.5); boxed 'Yes, probability decreases' stated explicitly."
phi4-reasoning,CC_full,24,12.0,E4-taxi-social,bayesian_math,0,41892,,376.0,✗,format-glitch+cap-truncation,thinking empty; <think> in answer; Return-loop; Part2 incomplete.
phi4-reasoning,CC_full,24,16.0,E4-taxi-social,bayesian_math,0,37772,,376.6,✗,FM-8+cap-truncation,FM-8 self-contradiction — Bayes gives 0.5 but table gives 0.8; loops on contradiction.
phi4-reasoning,CC_full,24,20.0,E4-taxi-social,bayesian_math,8769,1670,,108.62,✓,,Bayes correct (0.5); states probability decreases due to compromised reliability.
phi4-reasoning,CC_num,3,-8.0,E4-taxi-social,bayesian_math,0,35913,,378.37,✗,FM-8-severe,"Bayes formula recitation loop ('Wait, P(A|B) = P(B|A)*P(A)/P(B|A). Wait, no...') consumes all 8192 tokens; never reaches numerical answer."
phi4-reasoning,CC_num,3,-4.0,E4-taxi-social,bayesian_math,0,42359,,377.39,~,FM-13+cap-truncation,Part1 correct (0.5); Part2 oscillates 'remains 50%'/'would decrease' without committing; Return flood.
phi4-reasoning,CC_num,3,-2.0,E4-taxi-social,bayesian_math,0,43503,,376.95,~,FM-13+cap-truncation,Part1 correct; Part2 correctly argues decrease but final sentence truncated; direction recoverable.
